ST,PUMA,GEOID,SEX,RACE,EDUCATION,AGEG,alzheimer_prob,PWGTP
23,500,2300500,Male,Other,0,65-69,11.3415911,5
23,500,2300500,Female,Other,12,85+,35.32267164,23
23,400,2300400,Male,Other,12,75-79,9.154741059,7
23,300,2300300,Male,Other,2,85+,60.09097423,5
23,800,2300800,Male,Other,11,80-84,18.13583657,3
23,500,2300500,Female,Other,14,85+,30.31559491,2
23,300,2300300,Male,Other,16,85+,23.45593817,26
23,600,2300600,Female,Other,8,75-79,15.22542985,14
23,400,2300400,Male,Other,14,85+,27.78173331,3
23,400,2300400,Male,Other,0,70-74,18.55310147,10
23,1000,2301000,Male,Other,14,75-79,7.430859588,8
23,100,2300100,Male,Other,12,75-79,9.154741059,7
23,600,2300600,Female,Other,9,85+,43.44438546,12
23,400,2300400,Male,Other,12,75-79,9.154741059,9
23,900,2300900,Male,Other,18,65-69,1.625171798,19
23,600,2300600,Female,Other,12,70-74,6.175212911,12
23,600,2300600,Male,Other,12,65-69,3.164907227,14
23,300,2300300,Male,Other,12,75-79,9.154741059,15
23,500,2300500,Female,Other,12,85+,35.32267164,3
23,100,2300100,Female,Other,12,85+,35.32267164,24
23,800,2300800,Male,Other,11,80-84,18.13583657,5
23,600,2300600,Male,Other,7,85+,46.02554562,6
23,500,2300500,Female,Other,12,85+,35.32267164,15
23,300,2300300,Female,Other,14,70-74,4.981624362,4
23,300,2300300,Female,Other,12,85+,35.32267164,16
23,400,2300400,Male,Other,12,75-79,9.154741059,8
23,600,2300600,Female,Other,14,80-84,15.11879158,8
23,500,2300500,Male,Other,0,70-74,18.55310147,1
23,400,2300400,Female,Other,12,85+,35.32267164,2
23,900,2300900,Female,Other,12,85+,35.32267164,3
23,500,2300500,Female,Other,8,75-79,15.22542985,2
23,1000,2301000,Female,Other,12,85+,35.32267164,7
23,400,2300400,Male,Other,12,85+,32.56588642,22
23,100,2300100,Male,Other,12,85+,32.56588642,25
23,400,2300400,Male,Other,12,85+,32.56588642,5
23,1000,2301000,Male,Other,14,75-79,7.430859588,3
23,500,2300500,Female,Other,12,65-69,3.564379297,2
23,1000,2301000,Male,Other,12,85+,32.56588642,34
23,100,2300100,Male,Other,12,85+,32.56588642,25
23,100,2300100,Female,Other,14,85+,30.31559491,25
23,300,2300300,Female,Other,14,85+,30.31559491,17
23,300,2300300,Male,Other,12,80-84,16.50827556,5
23,400,2300400,Male,Other,0,70-74,18.55310147,3
23,1000,2301000,Male,Other,12,85+,32.56588642,3
23,1000,2301000,Female,Other,8,85+,46.25630518,8
23,1000,2301000,Female,Other,12,80-84,18.27410738,2
23,300,2300300,Male,Other,12,80-84,16.50827556,22
23,600,2300600,Male,Other,11,80-84,18.13583657,11
23,300,2300300,Female,Other,12,85+,35.32267164,3
23,400,2300400,Male,Other,12,75-79,9.154741059,3
23,700,2300700,Male,Other,18,85+,19.6207019,20
23,800,2300800,Female,Other,12,70-74,6.175212911,5
23,600,2300600,Female,Other,12,70-74,6.175212911,25
23,600,2300600,Female,Other,9,85+,43.44438546,36
23,300,2300300,Female,Other,12,85+,35.32267164,5
23,100,2300100,Male,Other,12,85+,32.56588642,12
23,400,2300400,Female,Other,9,85+,43.44438546,6
23,800,2300800,Male,Other,12,70-74,5.499823433,3
23,700,2300700,Male,Other,0,65-69,11.3415911,3
23,100,2300100,Female,Other,12,80-84,18.27410738,15
23,100,2300100,Female,Other,12,70-74,6.175212911,24
23,400,2300400,Male,Other,12,65-69,3.164907227,2
23,300,2300300,Female,Other,0,75-79,30.84631002,6
23,400,2300400,Female,Other,14,85+,30.31559491,3
23,500,2300500,Male,Other,12,85+,32.56588642,22
23,400,2300400,Male,Other,12,85+,32.56588642,20
23,400,2300400,Male,Other,0,70-74,18.55310147,3
23,300,2300300,Female,Other,12,85+,35.32267164,35
23,300,2300300,Male,Other,14,85+,27.78173331,3
23,200,2300200,Male,Other,0,70-74,18.55310147,7
23,1000,2301000,Male,Other,12,75-79,9.154741059,3
23,800,2300800,Female,Other,12,85+,35.32267164,5
23,500,2300500,Male,Other,24,70-74,1.465143537,2
23,200,2300200,Male,Other,11,80-84,18.13583657,3
23,900,2300900,Male,Other,14,75-79,7.430859588,10
23,1000,2301000,Female,Other,12,80-84,18.27410738,2
23,100,2300100,Female,Other,12,85+,35.32267164,27
23,500,2300500,Female,Other,12,85+,35.32267164,12
23,1000,2301000,Male,Other,5,70-74,11.42661925,3
23,100,2300100,Female,Other,12,70-74,6.175212911,16
23,400,2300400,Female,Other,14,85+,30.31559491,6
23,800,2300800,Female,Other,14,85+,30.31559491,6
23,500,2300500,Female,Other,14,85+,30.31559491,28
23,300,2300300,Male,Other,12,80-84,16.50827556,3
23,200,2300200,Male,Other,12,85+,32.56588642,36
23,900,2300900,Female,Other,8,85+,46.25630518,38
23,700,2300700,Female,Other,12,80-84,18.27410738,30
23,1000,2301000,Female,Other,12,85+,35.32267164,3
23,300,2300300,Male,Other,12,65-69,3.164907227,11
23,500,2300500,Female,Other,8,75-79,15.22542985,2
23,400,2300400,Female,Other,12,85+,35.32267164,6
23,900,2300900,Female,Other,12,85+,35.32267164,25
23,1000,2301000,Female,Other,12,80-84,18.27410738,31
23,400,2300400,Female,Other,14,85+,30.31559491,11
23,400,2300400,Female,Other,12,85+,35.32267164,6
23,300,2300300,Female,Other,12,85+,35.32267164,4
23,1000,2301000,Male,Other,5,70-74,11.42661925,23
23,400,2300400,Male,Other,12,85+,32.56588642,20
23,500,2300500,Male,Other,12,85+,32.56588642,2
23,100,2300100,Female,Other,0,80-84,46.67207026,44
23,600,2300600,Male,Other,12,85+,32.56588642,14
23,200,2300200,Female,Other,12,85+,35.32267164,3
23,400,2300400,Male,Other,12,85+,32.56588642,7
23,100,2300100,Female,Other,8,85+,46.25630518,33
23,500,2300500,Female,Other,8,85+,46.25630518,1
23,300,2300300,Male,Other,16,85+,23.45593817,30
23,200,2300200,Female,Other,14,85+,30.31559491,25
23,900,2300900,Female,Other,12,85+,35.32267164,3
23,800,2300800,Female,Other,12,85+,35.32267164,4
23,600,2300600,Female,Other,12,85+,35.32267164,8
23,800,2300800,Female,Other,12,85+,35.32267164,5
23,900,2300900,Female,Other,14,85+,30.31559491,43
23,400,2300400,Male,Other,12,65-69,3.164907227,4
23,500,2300500,Female,Other,0,80-84,46.67207026,2
23,300,2300300,Male,Other,12,80-84,16.50827556,4
23,200,2300200,Male,Other,12,85+,32.56588642,13
23,300,2300300,Female,Other,12,85+,35.32267164,31
23,900,2300900,Female,Other,8,80-84,26.05660519,21
23,200,2300200,Male,Other,12,75-79,9.154741059,4
23,400,2300400,Female,Other,14,85+,30.31559491,2
23,100,2300100,Female,Other,12,85+,35.32267164,23
23,200,2300200,Male,Other,12,65-69,3.164907227,1
23,700,2300700,Male,Other,11,80-84,18.13583657,14
23,1000,2301000,Female,Other,12,80-84,18.27410738,3
23,300,2300300,Male,Other,2,85+,60.09097423,19
23,800,2300800,Female,Other,8,80-84,26.05660519,6
23,200,2300200,Female,Other,12,70-74,6.175212911,25
23,600,2300600,Female,Other,8,75-79,15.22542985,25
23,800,2300800,Male,Other,9,70-74,7.56661191,5
23,500,2300500,Female,Other,18,80-84,10.15452867,2
23,600,2300600,Female,Other,14,80-84,15.11879158,32
23,700,2300700,Male,Other,5,70-74,11.42661925,22
23,300,2300300,Male,Other,16,85+,23.45593817,5
23,500,2300500,Female,Other,12,85+,35.32267164,3
23,600,2300600,Female,Other,12,85+,35.32267164,14
23,600,2300600,Female,Other,8,75-79,15.22542985,27
23,200,2300200,Male,Other,12,85+,32.56588642,12
23,500,2300500,Male,Other,11,80-84,18.13583657,19
23,400,2300400,Male,Other,14,70-74,4.43061433,8
23,400,2300400,Male,Other,12,85+,32.56588642,35
23,500,2300500,Female,Other,12,85+,35.32267164,19
23,400,2300400,Female,Other,14,85+,30.31559491,2
23,300,2300300,Male,Other,12,80-84,16.50827556,10
23,1000,2301000,Male,Other,18,85+,19.6207019,9
23,300,2300300,Female,Other,12,85+,35.32267164,23
23,600,2300600,Male,Other,12,85+,32.56588642,14
23,500,2300500,Female,Other,12,85+,35.32267164,1
23,300,2300300,Female,Other,14,85+,30.31559491,17
23,100,2300100,Female,Other,14,85+,30.31559491,28
23,300,2300300,Female,Other,14,85+,30.31559491,4
23,200,2300200,Male,Other,0,65-69,11.3415911,11
23,100,2300100,Male,Other,14,75-79,7.430859588,25
23,800,2300800,Female,Other,12,85+,35.32267164,27
23,400,2300400,Male,Other,12,85+,32.56588642,8
23,100,2300100,Female,Other,8,80-84,26.05660519,15
23,600,2300600,Female,Other,14,85+,30.31559491,6
23,900,2300900,Male,Other,12,85+,32.56588642,25
23,200,2300200,Female,Other,14,85+,30.31559491,34
23,1000,2301000,Male,Other,9,80-84,21.75939982,7
23,900,2300900,Female,Other,12,85+,35.32267164,34
23,1000,2301000,Male,Other,18,65-69,1.625171798,7
23,1000,2301000,Male,Other,18,65-69,1.625171798,21
23,900,2300900,Male,Other,12,70-74,5.499823433,20
23,400,2300400,Male,Other,12,65-69,3.164907227,4
23,500,2300500,Female,Other,12,75-79,10.23037239,4
23,500,2300500,Male,Other,18,70-74,2.857667742,7
23,500,2300500,Female,Other,18,70-74,3.219649661,6
23,100,2300100,Male,Other,12,65-69,3.164907227,5
23,100,2300100,Female,Other,14,65-69,2.860048137,5
23,300,2300300,Male,Other,12,85+,32.56588642,4
23,100,2300100,Female,Other,14,80-84,15.11879158,11
23,300,2300300,Male,Other,12,75-79,9.154741059,5
23,300,2300300,Female,Other,12,70-74,6.175212911,7
23,200,2300200,Male,Other,12,65-69,3.164907227,6
23,200,2300200,Female,Other,12,65-69,3.564379297,6
23,300,2300300,Male,Other,16,70-74,3.561434185,3
23,300,2300300,Female,Other,16,70-74,4.008883577,3
23,700,2300700,Male,Other,18,65-69,1.625171798,34
23,700,2300700,Female,Other,16,80-84,12.42545854,40
23,100,2300100,Male,Other,12,65-69,3.164907227,15
23,100,2300100,Female,Other,12,65-69,3.564379297,16
23,100,2300100,Male,Other,14,70-74,4.43061433,4
23,100,2300100,Female,Other,12,65-69,3.564379297,4
23,400,2300400,Female,Other,14,75-79,8.322500058,10
23,300,2300300,Female,Other,12,85+,35.32267164,27
23,100,2300100,Male,Other,12,70-74,5.499823433,4
23,100,2300100,Male,Other,0,85+,65.4003878,3
23,100,2300100,Female,Other,12,85+,35.32267164,2
23,100,2300100,Female,Hispanic,9,80-84,35.23460225,26
23,800,2300800,Female,Other,18,65-69,1.833980414,16
23,500,2300500,Female,Other,12,65-69,3.564379297,9
23,100,2300100,Male,Other,12,65-69,3.164907227,3
23,500,2300500,Female,Other,12,65-69,3.564379297,11
23,200,2300200,Male,Other,12,65-69,3.164907227,5
23,100,2300100,Male,Other,6,80-84,28.11832228,6
23,800,2300800,Female,Other,12,65-69,3.564379297,19
23,800,2300800,Male,Other,14,75-79,7.430859588,22
23,200,2300200,Female,Other,12,70-74,6.175212911,6
23,500,2300500,Male,Other,14,65-69,2.537435845,6
23,900,2300900,Male,Other,12,80-84,16.50827556,29
23,900,2300900,Female,Other,12,75-79,10.23037239,38
23,200,2300200,Male,Other,12,85+,32.56588642,5
23,300,2300300,Male,Other,12,75-79,9.154741059,5
23,300,2300300,Female,Other,14,75-79,8.322500058,5
23,700,2300700,Male,Other,12,70-74,5.499823433,5
23,700,2300700,Female,Other,14,65-69,2.860048137,5
23,900,2300900,Male,Other,16,70-74,3.561434185,26
23,500,2300500,Female,Other,18,75-79,5.446609089,17
23,900,2300900,Female,Other,12,70-74,6.175212911,29
23,100,2300100,Male,Other,11,65-69,3.532598484,6
23,800,2300800,Male,Other,14,70-74,4.43061433,33
23,800,2300800,Female,Other,14,65-69,2.860048137,32
23,800,2300800,Female,Other,14,85+,30.31559491,37
23,800,2300800,Female,Other,8,75-79,15.22542985,24
23,800,2300800,Male,Other,12,75-79,9.154741059,25
23,800,2300800,Male,Other,16,65-69,2.031756168,27
23,600,2300600,Male,Other,14,80-84,13.60709407,23
23,600,2300600,Male,Other,18,65-69,1.625171798,17
23,200,2300200,Male,Other,12,65-69,3.164907227,4
23,200,2300200,Male,Other,12,75-79,9.154741059,16
23,200,2300200,Female,Other,10,70-74,7.63181334,20
23,500,2300500,Female,Other,12,75-79,10.23037239,18
23,500,2300500,Male,Other,18,85+,19.6207019,17
23,500,2300500,Male,Other,12,65-69,3.164907227,20
23,500,2300500,Female,Other,16,70-74,4.008883577,18
23,200,2300200,Female,Other,12,70-74,6.175212911,6
23,200,2300200,Male,Other,12,75-79,9.154741059,5
23,100,2300100,Male,Other,18,80-84,9.086064505,5
23,100,2300100,Female,Other,16,75-79,6.743700149,5
23,700,2300700,Female,Other,14,65-69,2.860048137,4
23,500,2300500,Female,Other,18,65-69,1.833980414,13
23,100,2300100,Male,Other,14,65-69,2.537435845,3
23,100,2300100,Female,Other,14,65-69,2.860048137,4
23,200,2300200,Female,Other,14,70-74,4.981624362,4
23,200,2300200,Male,Other,16,70-74,3.561434185,5
23,400,2300400,Male,Other,12,65-69,3.164907227,9
23,700,2300700,Male,Other,12,65-69,3.164907227,12
23,700,2300700,Female,Other,14,65-69,2.860048137,13
23,900,2300900,Male,Other,12,75-79,9.154741059,25
23,900,2300900,Female,Other,12,65-69,3.564379297,29
23,400,2300400,Female,Other,18,75-79,5.446609089,14
23,400,2300400,Male,Other,18,75-79,4.846791248,13
23,600,2300600,Female,Other,14,70-74,4.981624362,25
23,600,2300600,Male,Other,12,75-79,9.154741059,29
23,100,2300100,Male,Other,5,85+,51.70219907,25
23,500,2300500,Male,Other,12,75-79,9.154741059,5
23,500,2300500,Female,Other,14,65-69,2.860048137,4
23,500,2300500,Female,Other,24,70-74,1.653736722,12
23,100,2300100,Male,Other,14,70-74,4.43061433,3
23,100,2300100,Male,Other,14,70-74,4.43061433,2
23,500,2300500,Female,Other,12,70-74,6.175212911,8
23,300,2300300,Male,Other,14,70-74,4.43061433,20
23,500,2300500,Male,Other,14,70-74,4.43061433,9
23,500,2300500,Male,Other,14,65-69,2.537435845,8
23,700,2300700,Male,Other,12,65-69,3.164907227,14
23,200,2300200,Male,Other,14,65-69,2.537435845,8
23,200,2300200,Female,Other,14,70-74,4.981624362,8
23,700,2300700,Female,Other,14,65-69,2.860048137,18
23,400,2300400,Female,Other,8,85+,46.25630518,15
23,200,2300200,Female,Other,14,65-69,2.860048137,12
23,200,2300200,Male,Other,14,70-74,4.43061433,24
23,200,2300200,Female,Other,11,80-84,20.03398855,6
23,1000,2301000,Male,Other,14,65-69,2.537435845,17
23,900,2300900,Female,Other,12,65-69,3.564379297,12
23,200,2300200,Female,Other,14,65-69,2.860048137,23
23,600,2300600,Female,Other,9,65-69,4.941879113,84
23,300,2300300,Female,Other,14,65-69,2.860048137,8
23,200,2300200,Male,Other,18,75-79,4.846791248,9
23,200,2300200,Female,Hispanic,12,70-74,10.22119228,8
23,700,2300700,Female,Other,18,70-74,3.219649661,29
23,700,2300700,Male,Other,24,70-74,1.465143537,23
23,400,2300400,Female,Other,18,85+,21.63319607,9
23,400,2300400,Female,Other,14,65-69,2.860048137,10
23,800,2300800,Female,Other,12,70-74,6.175212911,23
23,400,2300400,Male,Other,18,70-74,2.857667742,23
23,400,2300400,Female,Other,16,75-79,6.743700149,21
23,800,2300800,Female,Other,16,70-74,4.008883577,27
23,800,2300800,Male,Other,16,70-74,3.561434185,29
23,700,2300700,Male,Other,16,65-69,2.031756168,34
23,500,2300500,Female,Other,14,70-74,4.981624362,36
23,600,2300600,Female,Other,16,70-74,4.008883577,17
23,400,2300400,Female,Other,18,70-74,3.219649661,16
23,500,2300500,Female,Other,12,75-79,10.23037239,5
23,200,2300200,Male,Other,14,75-79,7.430859588,4
23,200,2300200,Female,Other,12,70-74,6.175212911,6
23,500,2300500,Male,Other,19,80-84,8.189410601,4
23,500,2300500,Female,Other,14,70-74,4.981624362,8
23,300,2300300,Female,Other,24,75-79,2.82925258,10
23,400,2300400,Male,Other,16,85+,23.45593817,13
23,200,2300200,Male,Other,14,65-69,2.537435845,11
23,200,2300200,Male,Other,9,80-84,21.75939982,23
23,700,2300700,Female,Other,12,80-84,18.27410738,35
23,700,2300700,Male,Other,16,85+,23.45593817,24
23,100,2300100,Female,Other,12,65-69,3.564379297,15
23,100,2300100,Male,Other,12,65-69,3.164907227,16
23,500,2300500,Male,Other,12,65-69,3.164907227,3
23,900,2300900,Female,Other,14,65-69,2.860048137,24
23,200,2300200,Female,Other,14,70-74,4.981624362,4
23,200,2300200,Male,Other,12,75-79,9.154741059,5
23,100,2300100,Male,Other,12,65-69,3.164907227,4
23,500,2300500,Female,Other,12,70-74,6.175212911,6
23,800,2300800,Female,Other,16,65-69,2.291587488,83
23,800,2300800,Male,Other,12,65-69,3.164907227,85
23,200,2300200,Male,Other,14,65-69,2.537435845,38
23,300,2300300,Female,Other,14,65-69,2.860048137,6
23,300,2300300,Male,Other,12,70-74,5.499823433,6
23,200,2300200,Male,Other,12,65-69,3.164907227,5
23,100,2300100,Female,Other,8,65-69,5.504279998,4
23,100,2300100,Male,Other,12,65-69,3.164907227,3
23,200,2300200,Female,Other,16,70-74,4.008883577,37
23,200,2300200,Female,Other,7,85+,49.09224261,23
23,1000,2301000,Female,Other,12,80-84,18.27410738,21
23,200,2300200,Female,Other,12,70-74,6.175212911,7
23,900,2300900,Female,Other,18,80-84,10.15452867,19
23,800,2300800,Male,Other,14,65-69,2.537435845,36
23,300,2300300,Female,Other,12,70-74,6.175212911,44
23,700,2300700,Female,Other,18,65-69,1.833980414,28
23,700,2300700,Male,Other,18,70-74,2.857667742,23
23,600,2300600,Male,Other,12,80-84,16.50827556,11
23,600,2300600,Female,Other,12,75-79,10.23037239,11
23,500,2300500,Male,Other,18,70-74,2.857667742,5
23,400,2300400,Female,Other,12,80-84,18.27410738,18
23,500,2300500,Male,Other,14,80-84,13.60709407,5
23,500,2300500,Female,Other,14,80-84,15.11879158,6
23,500,2300500,Female,Other,18,85+,21.63319607,5
23,500,2300500,Female,Other,12,85+,35.32267164,18
23,300,2300300,Male,Other,8,75-79,13.70479135,4
23,300,2300300,Female,Other,12,70-74,6.175212911,5
23,200,2300200,Female,Other,6,75-79,18.39817728,5
23,500,2300500,Female,Other,14,65-69,2.860048137,14
23,500,2300500,Male,Other,14,70-74,4.43061433,13
23,800,2300800,Male,Other,16,75-79,6.010117428,21
23,800,2300800,Female,Other,14,65-69,2.860048137,17
23,200,2300200,Male,Other,14,70-74,4.43061433,25
23,200,2300200,Male,Other,18,75-79,4.846791248,7
23,200,2300200,Female,Other,16,75-79,6.743700149,10
23,900,2300900,Female,Other,12,65-69,3.564379297,24
23,100,2300100,Male,Other,19,70-74,2.55836372,3
23,100,2300100,Female,Other,24,70-74,1.653736722,2
23,700,2300700,Female,Other,14,70-74,4.981624362,29
23,700,2300700,Male,Other,16,70-74,3.561434185,33
23,200,2300200,Male,Other,19,65-69,1.453025048,7
23,200,2300200,Female,Other,14,65-69,2.860048137,7
23,300,2300300,Female,Other,14,65-69,2.860048137,24
23,900,2300900,Male,Other,14,65-69,2.537435845,27
23,900,2300900,Male,Other,18,75-79,4.846791248,45
23,800,2300800,Male,Other,16,80-84,11.14769391,35
23,800,2300800,Female,Other,12,80-84,18.27410738,32
23,300,2300300,Female,Other,9,70-74,8.473050535,17
23,200,2300200,Female,Other,18,70-74,3.219649661,22
23,100,2300100,Female,Other,12,75-79,10.23037239,3
23,700,2300700,Male,Other,12,80-84,16.50827556,18
23,700,2300700,Female,Other,14,75-79,8.322500058,26
23,300,2300300,Male,Other,14,70-74,4.43061433,2
23,500,2300500,Female,Other,12,85+,35.32267164,16
23,200,2300200,Female,Other,14,75-79,8.322500058,3
23,600,2300600,Male,Other,14,70-74,4.43061433,25
23,600,2300600,Female,Other,12,85+,35.32267164,32
23,200,2300200,Male,Other,12,85+,32.56588642,5
23,200,2300200,Female,Other,12,80-84,18.27410738,6
23,400,2300400,Male,Other,14,65-69,2.537435845,22
23,700,2300700,Female,Other,14,70-74,4.981624362,26
23,500,2300500,Male,Other,24,70-74,1.465143537,20
23,500,2300500,Female,Other,16,80-84,12.42545854,5
23,100,2300100,Female,Other,14,65-69,2.860048137,8
23,100,2300100,Male,Other,14,65-69,2.537435845,8
23,400,2300400,Female,Other,12,85+,35.32267164,13
23,400,2300400,Male,Other,14,70-74,4.43061433,14
23,500,2300500,Male,Other,24,65-69,0.828115541,35
23,300,2300300,Female,Other,14,70-74,4.981624362,30
23,100,2300100,Female,Other,10,75-79,12.51590092,41
23,100,2300100,Male,Other,10,80-84,19.88564172,34
23,200,2300200,Male,Other,16,65-69,2.031756168,22
23,400,2300400,Female,Other,12,65-69,3.564379297,18
23,900,2300900,Male,Other,12,65-69,3.164907227,15
23,300,2300300,Male,Other,8,75-79,13.70479135,2
23,300,2300300,Female,Other,8,75-79,15.22542985,2
23,700,2300700,Female,Other,16,85+,25.73585981,9
23,1000,2301000,Male,Other,18,70-74,2.857667742,10
23,1000,2301000,Female,Other,14,70-74,4.981624362,9
23,500,2300500,Female,Other,12,80-84,18.27410738,18
23,1000,2301000,Female,Other,14,85+,30.31559491,22
23,200,2300200,Female,Other,16,65-69,2.291587488,10
23,400,2300400,Male,Other,18,65-69,1.625171798,8
23,500,2300500,Male,Black,12,80-84,33.05085835,25
23,500,2300500,Female,Other,14,70-74,4.981624362,13
23,800,2300800,Female,Other,18,80-84,10.15452867,34
23,800,2300800,Male,Other,12,65-69,3.164907227,25
23,800,2300800,Female,Other,12,65-69,3.564379297,23
23,200,2300200,Male,Other,12,75-79,9.154741059,8
23,200,2300200,Female,Other,12,80-84,18.27410738,5
23,700,2300700,Male,Other,12,65-69,3.164907227,11
23,500,2300500,Female,Other,12,75-79,10.23037239,21
23,900,2300900,Female,Other,14,70-74,4.981624362,8
23,100,2300100,Male,Other,14,65-69,2.537435845,5
23,100,2300100,Female,Other,16,65-69,2.291587488,4
23,700,2300700,Female,Other,18,70-74,3.219649661,9
23,500,2300500,Female,Other,12,65-69,3.564379297,35
23,800,2300800,Female,Other,14,75-79,8.322500058,6
23,200,2300200,Female,Other,18,65-69,1.833980414,5
23,200,2300200,Male,Other,24,70-74,1.465143537,5
23,800,2300800,Male,Other,16,80-84,11.14769391,38
23,800,2300800,Female,Other,12,75-79,10.23037239,35
23,100,2300100,Female,Other,12,85+,35.32267164,5
23,200,2300200,Male,Other,9,70-74,7.56661191,15
23,200,2300200,Female,Other,7,65-69,6.126558784,13
23,500,2300500,Male,Other,24,70-74,1.465143537,5
23,500,2300500,Female,Other,18,70-74,3.219649661,5
23,100,2300100,Male,Other,18,70-74,2.857667742,20
23,500,2300500,Female,Other,18,75-79,5.446609089,5
23,500,2300500,Female,Other,14,65-69,2.860048137,12
23,500,2300500,Male,Other,14,70-74,4.43061433,11
23,800,2300800,Female,Other,16,70-74,4.008883577,84
23,300,2300300,Female,Other,12,70-74,6.175212911,7
23,500,2300500,Male,Other,16,65-69,2.031756168,28
23,400,2300400,Male,Other,14,65-69,2.537435845,72
23,900,2300900,Male,Other,18,65-69,1.625171798,30
23,900,2300900,Female,Other,12,75-79,10.23037239,35
23,700,2300700,Male,Other,16,65-69,2.031756168,15
23,700,2300700,Female,Other,16,65-69,2.291587488,16
23,700,2300700,Male,Other,16,75-79,6.010117428,23
23,100,2300100,Male,Other,18,70-74,2.857667742,6
23,100,2300100,Female,Other,16,70-74,4.008883577,6
23,300,2300300,Female,Other,12,75-79,10.23037239,14
23,500,2300500,Male,Other,12,65-69,3.164907227,55
23,300,2300300,Male,Other,14,85+,27.78173331,14
23,300,2300300,Female,Other,11,80-84,20.03398855,16
23,1000,2301000,Female,Other,18,75-79,5.446609089,53
23,300,2300300,Female,Other,12,70-74,6.175212911,11
23,300,2300300,Male,Other,16,70-74,3.561434185,10
23,800,2300800,Male,Other,12,70-74,5.499823433,37
23,800,2300800,Female,Other,14,70-74,4.981624362,33
23,300,2300300,Female,Other,12,80-84,18.27410738,5
23,300,2300300,Female,Other,16,75-79,6.743700149,28
23,300,2300300,Male,Other,12,80-84,16.50827556,28
23,1000,2301000,Female,Other,16,65-69,2.291587488,16
23,1000,2301000,Male,Other,19,65-69,1.453025048,16
23,200,2300200,Male,Other,9,70-74,7.56661191,26
23,200,2300200,Female,Other,12,70-74,6.175212911,23
23,200,2300200,Female,Other,14,65-69,2.860048137,5
23,200,2300200,Male,Other,14,65-69,2.537435845,7
23,300,2300300,Female,Other,12,75-79,10.23037239,23
23,500,2300500,Male,Other,14,75-79,7.430859588,22
23,400,2300400,Female,Other,10,65-69,4.434245158,20
23,400,2300400,Male,Other,8,65-69,4.898440068,19
23,800,2300800,Male,Other,4,75-79,20.01797297,28
23,500,2300500,Male,Other,18,65-69,1.625171798,12
23,600,2300600,Female,Other,14,70-74,4.981624362,12
23,500,2300500,Male,Other,24,75-79,2.510024256,8
23,500,2300500,Female,Other,19,65-69,1.640084305,10
23,900,2300900,Female,Other,14,75-79,8.322500058,89
23,100,2300100,Male,Other,16,65-69,2.031756168,6
23,300,2300300,Female,Other,14,65-69,2.860048137,78
23,400,2300400,Female,Other,16,70-74,4.008883577,15
23,200,2300200,Female,Other,14,75-79,8.322500058,9
23,200,2300200,Male,Other,16,80-84,11.14769391,6
23,500,2300500,Male,Other,14,65-69,2.537435845,4
23,500,2300500,Female,Other,16,70-74,4.008883577,10
23,500,2300500,Male,Other,16,70-74,3.561434185,7
23,100,2300100,Female,Other,18,80-84,10.15452867,9
23,500,2300500,Female,Other,16,75-79,6.743700149,3
23,500,2300500,Male,Other,16,80-84,11.14769391,3
23,300,2300300,Male,Other,12,65-69,3.164907227,6
23,100,2300100,Female,Other,12,65-69,3.564379297,8
23,100,2300100,Female,Other,12,85+,35.32267164,6
23,600,2300600,Female,Other,12,65-69,3.564379297,16
23,1000,2301000,Male,Other,16,85+,23.45593817,13
23,1000,2301000,Female,Other,12,85+,35.32267164,17
23,300,2300300,Male,Other,24,85+,10.98321115,22
23,300,2300300,Female,Other,24,85+,12.2447207,22
23,500,2300500,Male,Other,19,75-79,4.348477979,12
23,500,2300500,Female,Other,16,70-74,4.008883577,12
23,200,2300200,Female,Other,0,85+,68.12854951,14
23,400,2300400,Male,Other,18,75-79,4.846791248,6
23,900,2300900,Male,Other,7,80-84,25.87809421,24
23,900,2300900,Female,Other,12,75-79,10.23037239,23
23,400,2300400,Female,Other,14,85+,30.31559491,26
23,900,2300900,Male,Other,16,75-79,6.010117428,23
23,500,2300500,Male,Other,18,75-79,4.846791248,5
23,200,2300200,Male,Other,12,70-74,5.499823433,10
23,200,2300200,Female,Other,12,70-74,6.175212911,9
23,100,2300100,Female,Other,12,80-84,18.27410738,6
23,100,2300100,Male,Other,12,80-84,16.50827556,6
23,300,2300300,Male,Other,16,70-74,3.561434185,10
23,100,2300100,Male,Other,14,65-69,2.537435845,13
23,300,2300300,Male,Other,18,65-69,1.625171798,7
23,300,2300300,Female,Other,14,80-84,15.11879158,7
23,600,2300600,Female,Other,12,75-79,10.23037239,11
23,600,2300600,Male,Other,14,75-79,7.430859588,10
23,900,2300900,Female,Other,12,85+,35.32267164,28
23,400,2300400,Male,Other,14,75-79,7.430859588,13
23,400,2300400,Female,Other,16,75-79,6.743700149,15
23,500,2300500,Male,Other,16,70-74,3.561434185,5
23,100,2300100,Male,Other,18,65-69,1.625171798,5
23,100,2300100,Female,Other,14,65-69,2.860048137,5
23,500,2300500,Female,Other,18,70-74,3.219649661,32
23,500,2300500,Male,Other,16,70-74,3.561434185,30
23,100,2300100,Male,Other,12,70-74,5.499823433,4
23,100,2300100,Female,Other,12,70-74,6.175212911,5
23,300,2300300,Male,Other,18,75-79,4.846791248,11
23,300,2300300,Female,Other,12,70-74,6.175212911,15
