FIPS,state2,stusab,puma,county,county1,tracta,year,male,female,white,black,asian,hispanic,indigenous,othermulti,65_and_66,67_to_69,70_to_74,75_to_79,80_to_84,85_and_over,65_to_69,total_population,male_proportion,female_proportion,white_proportion,black_proportion,asian_proportion,hispanic_proportion,indigenous_proportion,othermulti_proportion,65_and_66_proportion,67_to_69_proportion,70_to_74_proportion,75_to_79_proportion,80_to_84_proportion,85_and_over_proportion,65_to_69_proportion,alzheimer_probability,GISJOIN,YEAR,STUSAB,STATE,statea1,COUNTY,COUNTYA,tracta1,GEO_ID,TL_GEO_ID,NAME_E,AQ44E035,AQ44E036,AQ44E037,AQ44E038,AQ44E039,AQ44E040,AQ44E041,AQ44E042,AQ44E076,AQ44E077,AQ44E078,AQ44E079,AQ44E080,AQ44E081,AQ44E082,AQ44E083,NAME_M,edu09,edu12,edu14,edu16,edu19,total_edu_population,edu09_pro,edu12_pro,edu14_pro,edu16_pro,edu19_pro,education,percentage
23011010400,23,ME,400,Kennebec County,11,10400,2020,251,425,652,2,10,3,1,8,74,111,154,124,103,110,185,676,0.371301775,0.628698225,0.964497041,0.00295858,0.014792899,0.00443787,0.00147929,0.01183432,0.109467456,0.164201183,0.227810651,0.183431953,0.152366864,0.162721893,0.273668639,8.93115912,G2300110010400,2018-2022,ME,Maine,23,Kennebec County,11,10400,1400000US23011010400,23011010400,"Census Tract 104, Kennebec County, Maine",265,8,0,80,56,25,75,21,429,0,53,177,56,37,93,13,"Census Tract 104, Kennebec County, Maine",8,310,174,168,34,694,0.011527378,0.446685879,0.250720461,0.242074928,0.048991354,13.77809798,7.4
23001010500,23,ME,600,Androscoggin County,1,10500,2020,150,205,331,7,3,3,2,9,53,58,81,58,44,61,111,355,0.422535211,0.577464789,0.932394366,0.01971831,0.008450704,0.008450704,0.005633803,0.025352113,0.149295775,0.163380282,0.228169014,0.163380282,0.123943662,0.171830986,0.312676056,8.62868527,G2300010010500,2018-2022,ME,Maine,23,Androscoggin County,1,10500,1400000US23001010500,23001010500,"Census Tract 105, Androscoggin County, Maine",116,4,18,64,10,0,20,0,185,0,30,75,58,10,12,0,"Census Tract 105, Androscoggin County, Maine",4,187,78,32,0,301,0.013289037,0.621262458,0.259136213,0.106312292,0,12.90365448,7.9
23001010500,23,ME,600,Androscoggin County,1,10500,2020,150,205,331,7,3,3,2,9,53,58,81,58,44,61,111,355,0.422535211,0.577464789,0.932394366,0.01971831,0.008450704,0.008450704,0.005633803,0.025352113,0.149295775,0.163380282,0.228169014,0.163380282,0.123943662,0.171830986,0.312676056,8.62868527,G2300110010500,2018-2022,ME,Maine,23,Kennebec County,11,10500,1400000US23011010500,23011010500,"Census Tract 105, Kennebec County, Maine",486,3,22,165,183,16,67,30,700,10,9,278,272,34,61,36,"Census Tract 105, Kennebec County, Maine",13,474,505,128,66,1186,0.010961214,0.399662732,0.425801012,0.107925801,0.055649241,13.63996627,7.3
23011010500,23,ME,400,Kennebec County,11,10500,2020,467,560,997,5,4,5,0,16,95,186,267,173,120,186,281,1027,0.454722493,0.545277507,0.970788705,0.004868549,0.003894839,0.004868549,0,0.015579357,0.092502434,0.181110029,0.259980526,0.168451801,0.11684518,0.181110029,0.273612463,8.761802008,G2300010010500,2018-2022,ME,Maine,23,Androscoggin County,1,10500,1400000US23001010500,23001010500,"Census Tract 105, Androscoggin County, Maine",116,4,18,64,10,0,20,0,185,0,30,75,58,10,12,0,"Census Tract 105, Androscoggin County, Maine",4,187,78,32,0,301,0.013289037,0.621262458,0.259136213,0.106312292,0,12.90365448,8.0
23011010500,23,ME,400,Kennebec County,11,10500,2020,467,560,997,5,4,5,0,16,95,186,267,173,120,186,281,1027,0.454722493,0.545277507,0.970788705,0.004868549,0.003894839,0.004868549,0,0.015579357,0.092502434,0.181110029,0.259980526,0.168451801,0.11684518,0.181110029,0.273612463,8.761802008,G2300110010500,2018-2022,ME,Maine,23,Kennebec County,11,10500,1400000US23011010500,23011010500,"Census Tract 105, Kennebec County, Maine",486,3,22,165,183,16,67,30,700,10,9,278,272,34,61,36,"Census Tract 105, Kennebec County, Maine",13,474,505,128,66,1186,0.010961214,0.399662732,0.425801012,0.107925801,0.055649241,13.63996627,7.4
23001010600,23,ME,600,Androscoggin County,1,10600,2020,281,285,557,0,1,2,3,3,94,108,152,98,61,53,202,566,0.496466431,0.503533569,0.98409894,0,0.001766784,0.003533569,0.005300353,0.005300353,0.166077739,0.190812721,0.268551237,0.173144876,0.107773852,0.093639576,0.356890459,6.945770842,G2300010010600,2018-2022,ME,Maine,23,Androscoggin County,1,10600,1400000US23001010600,23001010600,"Census Tract 106, Androscoggin County, Maine",199,0,0,65,61,19,25,29,274,7,20,100,65,24,58,0,"Census Tract 106, Androscoggin County, Maine",7,185,169,83,29,473,0.014799154,0.391120507,0.357293869,0.175475687,0.061310782,13.80126849,5.7
23011010601,23,ME,400,Kennebec County,11,10601,2020,453,543,956,1,2,6,2,29,174,191,253,183,110,85,365,996,0.454819277,0.545180723,0.959839357,0.001004016,0.002008032,0.006024096,0.002008032,0.029116466,0.174698795,0.191767068,0.254016064,0.18373494,0.110441767,0.085341365,0.366465863,6.90322659,G2300110010601,2018-2022,ME,Maine,23,Kennebec County,11,10601,1400000US23011010601,23011010601,"Census Tract 106.01, Kennebec County, Maine",352,21,17,146,49,73,46,0,546,2,3,187,193,33,21,107,"Census Tract 106.01, Kennebec County, Maine",23,353,348,67,107,898,0.025612472,0.393095768,0.38752784,0.074610245,0.119153675,13.83073497,5.7
23011010602,23,ME,400,Kennebec County,11,10602,2020,302,239,515,1,8,0,2,15,79,93,158,101,57,53,172,541,0.558225508,0.441774492,0.95194085,0.001848429,0.014787431,0,0.003696858,0.027726433,0.146025878,0.171903882,0.292051756,0.186691312,0.105360444,0.097966728,0.31792976,7.130797848,G2300110010602,2018-2022,ME,Maine,23,Kennebec County,11,10602,1400000US23011010602,23011010602,"Census Tract 106.02, Kennebec County, Maine",392,24,31,213,62,8,46,8,273,18,5,186,18,12,29,5,"Census Tract 106.02, Kennebec County, Maine",42,435,100,75,13,665,0.063157895,0.654135338,0.15037594,0.112781955,0.019548872,12.69924812,6.6
23001010700,23,ME,600,Androscoggin County,1,10700,2020,265,345,599,1,2,0,0,8,70,132,166,97,76,69,202,610,0.43442623,0.56557377,0.981967213,0.001639344,0.003278689,0,0,0.013114754,0.114754098,0.216393443,0.272131148,0.159016393,0.124590164,0.113114754,0.331147541,7.45381409,G2300010010700,2018-2022,ME,Maine,23,Androscoggin County,1,10700,1400000US23001010700,23001010700,"Census Tract 107, Androscoggin County, Maine",151,0,20,75,25,0,14,17,318,29,27,115,79,17,42,9,"Census Tract 107, Androscoggin County, Maine",29,237,121,56,26,469,0.061833689,0.50533049,0.257995736,0.119402985,0.0554371,13.19616205,6.6
23001010700,23,ME,600,Androscoggin County,1,10700,2020,265,345,599,1,2,0,0,8,70,132,166,97,76,69,202,610,0.43442623,0.56557377,0.981967213,0.001639344,0.003278689,0,0,0.013114754,0.114754098,0.216393443,0.272131148,0.159016393,0.124590164,0.113114754,0.331147541,7.45381409,G2300110010700,2018-2022,ME,Maine,23,Kennebec County,11,10700,1400000US23011010700,23011010700,"Census Tract 107, Kennebec County, Maine",373,71,0,48,54,19,66,115,403,17,0,112,80,12,72,110,"Census Tract 107, Kennebec County, Maine",88,160,165,138,225,776,0.113402062,0.206185567,0.212628866,0.177835052,0.289948454,14.82603094,5.5
23011010700,23,ME,400,Kennebec County,11,10700,2020,287,481,743,0,8,1,2,14,76,106,195,107,94,190,182,768,0.373697917,0.626302083,0.967447917,0,0.010416667,0.001302083,0.002604167,0.018229167,0.098958333,0.138020833,0.25390625,0.139322917,0.122395833,0.247395833,0.236979167,10.08949219,G2300010010700,2018-2022,ME,Maine,23,Androscoggin County,1,10700,1400000US23001010700,23001010700,"Census Tract 107, Androscoggin County, Maine",151,0,20,75,25,0,14,17,318,29,27,115,79,17,42,9,"Census Tract 107, Androscoggin County, Maine",29,237,121,56,26,469,0.061833689,0.50533049,0.257995736,0.119402985,0.0554371,13.19616205,8.9
23011010700,23,ME,400,Kennebec County,11,10700,2020,287,481,743,0,8,1,2,14,76,106,195,107,94,190,182,768,0.373697917,0.626302083,0.967447917,0,0.010416667,0.001302083,0.002604167,0.018229167,0.098958333,0.138020833,0.25390625,0.139322917,0.122395833,0.247395833,0.236979167,10.08949219,G2300110010700,2018-2022,ME,Maine,23,Kennebec County,11,10700,1400000US23011010700,23011010700,"Census Tract 107, Kennebec County, Maine",373,71,0,48,54,19,66,115,403,17,0,112,80,12,72,110,"Census Tract 107, Kennebec County, Maine",88,160,165,138,225,776,0.113402062,0.206185567,0.212628866,0.177835052,0.289948454,14.82603094,7.5
23001010800,23,ME,600,Androscoggin County,1,10800,2020,398,510,878,2,2,3,2,21,102,162,270,160,110,104,264,908,0.438325991,0.561674009,0.966960352,0.002202643,0.002202643,0.003303965,0.002202643,0.023127753,0.112334802,0.178414097,0.297356828,0.176211454,0.121145374,0.114537445,0.290748899,7.687470347,G2300010010800,2018-2022,ME,Maine,23,Androscoggin County,1,10800,1400000US23001010800,23001010800,"Census Tract 108, Androscoggin County, Maine",343,27,5,67,113,14,68,49,536,32,9,210,52,63,101,69,"Census Tract 108, Androscoggin County, Maine",59,291,242,169,118,879,0.067121729,0.33105802,0.275312856,0.192263936,0.134243458,14.05802046,6.2
23011010801,23,ME,400,Kennebec County,11,10801,2020,273,321,565,0,8,7,3,11,79,107,159,108,70,71,186,594,0.45959596,0.54040404,0.951178451,0,0.013468013,0.011784512,0.005050505,0.018518519,0.132996633,0.18013468,0.267676768,0.181818182,0.117845118,0.11952862,0.313131313,7.664114776,G2300110010801,2018-2022,ME,Maine,23,Kennebec County,11,10801,1400000US23011010801,23011010801,"Census Tract 108.01, Kennebec County, Maine",215,26,1,55,49,4,15,65,242,0,10,43,98,33,28,30,"Census Tract 108.01, Kennebec County, Maine",26,109,184,43,95,457,0.056892779,0.238512035,0.402625821,0.094091904,0.207877462,14.46608317,5.9
23011010803,23,ME,400,Kennebec County,11,10803,2020,289,370,634,2,3,3,4,13,79,112,161,125,77,105,191,659,0.438543247,0.561456753,0.962063733,0.003034901,0.004552352,0.004552352,0.006069803,0.019726859,0.119878604,0.169954476,0.24430956,0.189681335,0.116843703,0.159332322,0.28983308,8.419092378,G2300110010803,2018-2022,ME,Maine,23,Kennebec County,11,10803,1400000US23011010803,23011010803,"Census Tract 108.03, Kennebec County, Maine",395,12,0,236,12,25,100,10,207,0,2,88,41,66,10,0,"Census Tract 108.03, Kennebec County, Maine",12,326,144,110,10,602,0.019933555,0.541528239,0.239202658,0.182724252,0.016611296,13.26578073,7.4
23011010804,23,ME,400,Kennebec County,11,10804,2020,324,353,647,1,0,5,3,21,108,118,192,128,73,58,226,677,0.478581979,0.521418021,0.955686854,0.001477105,0,0.007385524,0.004431315,0.031019202,0.159527326,0.174298375,0.283604136,0.189069424,0.107828656,0.085672083,0.333825702,7.016689411,G2300110010804,2018-2022,ME,Maine,23,Kennebec County,11,10804,1400000US23011010804,23011010804,"Census Tract 108.04, Kennebec County, Maine",295,9,0,187,49,7,35,8,399,9,0,236,51,9,94,0,"Census Tract 108.04, Kennebec County, Maine",18,423,116,129,8,694,0.025936599,0.609510086,0.167146974,0.185878963,0.011527378,13.08069165,6.3
23011010900,23,ME,400,Kennebec County,11,10900,2020,138,207,327,1,3,5,0,9,47,55,94,53,44,52,102,345,0.4,0.6,0.947826087,0.002898551,0.008695652,0.014492754,0,0.026086957,0.136231884,0.15942029,0.272463768,0.153623188,0.127536232,0.150724638,0.295652174,8.279617732,G2300110010900,2018-2022,ME,Maine,23,Kennebec County,11,10900,1400000US23011010900,23011010900,"Census Tract 109, Kennebec County, Maine",131,0,0,81,32,11,5,2,188,16,0,118,40,9,0,5,"Census Tract 109, Kennebec County, Maine",16,199,92,5,7,319,0.05015674,0.623824451,0.288401254,0.015673981,0.021943574,12.64263323,7.7
23011011000,23,ME,400,Kennebec County,11,11000,2020,365,435,755,8,3,3,1,30,124,141,212,155,88,80,265,800,0.45625,0.54375,0.94375,0.01,0.00375,0.00375,0.00125,0.0375,0.155,0.17625,0.265,0.19375,0.11,0.1,0.33125,7.319973688,G2300110011000,2018-2022,ME,Maine,23,Kennebec County,11,11000,1400000US23011011000,23011011000,"Census Tract 110, Kennebec County, Maine",465,36,36,102,83,60,119,29,574,17,12,159,120,39,116,111,"Census Tract 110, Kennebec County, Maine",53,309,302,235,140,1039,0.051010587,0.297401347,0.2906641,0.226179018,0.134744947,14.27622713,5.7
23011011000,23,ME,400,Kennebec County,11,11000,2020,365,435,755,8,3,3,1,30,124,141,212,155,88,80,265,800,0.45625,0.54375,0.94375,0.01,0.00375,0.00375,0.00125,0.0375,0.155,0.17625,0.265,0.19375,0.11,0.1,0.33125,7.319973688,G2300190011000,2018-2022,ME,Maine,23,Penobscot County,19,11000,1400000US23019011000,23019011000,"Census Tract 110, Penobscot County, Maine",171,0,12,77,44,0,34,4,341,0,1,166,44,91,18,21,"Census Tract 110, Penobscot County, Maine",0,256,179,52,25,512,0,0.5,0.349609375,0.1015625,0.048828125,13.44726563,6.3
23019011000,23,ME,300,Penobscot County,19,11000,2020,224,239,446,0,2,3,0,12,72,78,147,84,47,35,150,463,0.483801296,0.516198704,0.963282937,0,0.004319654,0.006479482,0,0.025917927,0.155507559,0.168466523,0.3174946,0.181425486,0.101511879,0.075593952,0.323974082,6.823128592,G2300110011000,2018-2022,ME,Maine,23,Kennebec County,11,11000,1400000US23011011000,23011011000,"Census Tract 110, Kennebec County, Maine",465,36,36,102,83,60,119,29,574,17,12,159,120,39,116,111,"Census Tract 110, Kennebec County, Maine",53,309,302,235,140,1039,0.051010587,0.297401347,0.2906641,0.226179018,0.134744947,14.27622713,5.4
23019011000,23,ME,300,Penobscot County,19,11000,2020,224,239,446,0,2,3,0,12,72,78,147,84,47,35,150,463,0.483801296,0.516198704,0.963282937,0,0.004319654,0.006479482,0,0.025917927,0.155507559,0.168466523,0.3174946,0.181425486,0.101511879,0.075593952,0.323974082,6.823128592,G2300190011000,2018-2022,ME,Maine,23,Penobscot County,19,11000,1400000US23019011000,23019011000,"Census Tract 110, Penobscot County, Maine",171,0,12,77,44,0,34,4,341,0,1,166,44,91,18,21,"Census Tract 110, Penobscot County, Maine",0,256,179,52,25,512,0,0.5,0.349609375,0.1015625,0.048828125,13.44726563,5.8
23005011100,23,ME,700,Cumberland County,5,11100,2020,420,704,1083,6,8,7,4,16,114,154,273,199,180,204,268,1124,0.37366548,0.62633452,0.963523132,0.005338078,0.007117438,0.006227758,0.003558719,0.014234875,0.101423488,0.137010676,0.242882562,0.177046263,0.160142349,0.181494662,0.238434164,9.507852716,G2300050011100,2018-2022,ME,Maine,23,Cumberland County,5,11100,1400000US23005011100,23005011100,"Census Tract 111, Cumberland County, Maine",265,0,20,54,75,21,46,49,605,30,124,110,144,41,96,60,"Census Tract 111, Cumberland County, Maine",30,308,281,142,109,870,0.034482759,0.354022989,0.322988506,0.163218391,0.125287356,14.0724138,7.7
23005011203,23,ME,700,Cumberland County,5,11203,2020,496,621,1085,3,7,9,2,11,138,190,328,213,130,118,328,1117,0.444046553,0.555953447,0.971351835,0.002685765,0.006266786,0.008057296,0.00179051,0.009847807,0.12354521,0.170098478,0.293643688,0.190689346,0.116383169,0.105640107,0.293643688,7.57448492,G2300050011203,2018-2022,ME,Maine,23,Cumberland County,5,11203,1400000US23005011203,23005011203,"Census Tract 112.03, Cumberland County, Maine",525,53,0,39,89,16,85,243,571,15,0,58,31,54,291,122,"Census Tract 112.03, Cumberland County, Maine",68,97,190,376,365,1096,0.062043796,0.08850365,0.173357664,0.343065693,0.333029197,15.86405109,5.0
23005011204,23,ME,700,Cumberland County,5,11204,2020,429,751,1144,1,14,7,3,11,96,136,216,232,199,301,232,1180,0.363559322,0.636440678,0.969491525,0.000847458,0.011864407,0.005932203,0.002542373,0.009322034,0.081355932,0.115254237,0.183050847,0.196610169,0.168644068,0.255084746,0.196610169,11.35294537,G2300050011204,2018-2022,ME,Maine,23,Cumberland County,5,11204,1400000US23005011204,23005011204,"Census Tract 112.04, Cumberland County, Maine",441,5,0,112,43,40,105,136,613,6,23,248,104,15,130,87,"Census Tract 112.04, Cumberland County, Maine",11,383,202,235,223,1054,0.010436433,0.363377609,0.191650854,0.222960152,0.211574953,14.7248577,8.6
23005011205,23,ME,700,Cumberland County,5,11205,2020,244,435,636,9,10,7,0,17,91,110,166,117,108,87,201,679,0.359351988,0.640648012,0.936671576,0.013254786,0.014727541,0.010309278,0,0.025036819,0.134020619,0.162002946,0.244477172,0.172312224,0.159057437,0.128129602,0.296023564,8.378635706,G2300050011205,2018-2022,ME,Maine,23,Cumberland County,5,11205,1400000US23005011205,23005011205,"Census Tract 112.05, Cumberland County, Maine",263,0,0,84,65,13,22,79,465,0,0,137,81,12,131,104,"Census Tract 112.05, Cumberland County, Maine",0,221,171,153,183,728,0,0.303571429,0.23489011,0.210164835,0.251373626,15.07005494,6.1
23005011206,23,ME,700,Cumberland County,5,11206,2020,305,437,714,7,2,7,0,12,81,119,207,116,92,127,200,742,0.411051213,0.588948787,0.962264151,0.009433962,0.002695418,0.009433962,0,0.016172507,0.10916442,0.160377358,0.278975741,0.156334232,0.123989218,0.17115903,0.269541779,8.725320583,G2300050011206,2018-2022,ME,Maine,23,Cumberland County,5,11206,1400000US23005011206,23005011206,"Census Tract 112.06, Cumberland County, Maine",329,0,15,38,63,15,109,89,330,3,0,62,43,28,67,127,"Census Tract 112.06, Cumberland County, Maine",3,115,149,176,216,659,0.004552352,0.174506829,0.226100152,0.26707132,0.327769347,15.80121396,5.8
23005011300,23,ME,700,Cumberland County,5,11300,2020,262,267,501,2,1,8,0,17,93,120,140,102,37,37,213,529,0.495274102,0.504725898,0.947069943,0.003780718,0.001890359,0.015122873,0,0.032136106,0.175803403,0.2268431,0.264650284,0.192816635,0.069943289,0.069943289,0.402646503,6.314457244,G2300050011300,2018-2022,ME,Maine,23,Cumberland County,5,11300,1400000US23005011300,23005011300,"Census Tract 113, Cumberland County, Maine",162,0,35,19,0,14,68,26,259,14,47,43,41,9,31,74,"Census Tract 113, Cumberland County, Maine",14,144,64,99,100,421,0.033254157,0.342042755,0.152019002,0.235154394,0.237529691,14.80760093,4.7
23005011500,23,ME,700,Cumberland County,5,11500,2020,607,630,1194,2,4,9,1,27,222,260,371,209,89,86,482,1237,0.490703314,0.509296686,0.96523848,0.001616815,0.00323363,0.007275667,0.000808407,0.021827001,0.179466451,0.210185934,0.299919159,0.168957154,0.071948262,0.06952304,0.389652385,6.256986097,G2300050011500,2018-2022,ME,Maine,23,Cumberland County,5,11500,1400000US23005011500,23005011500,"Census Tract 115, Cumberland County, Maine",507,0,55,174,30,46,100,102,641,0,3,264,96,54,175,49,"Census Tract 115, Cumberland County, Maine",0,496,226,275,151,1148,0,0.432055749,0.196864111,0.239547038,0.131533101,14.27264807,4.9
23011012000,23,ME,400,Kennebec County,11,12000,2020,351,351,680,1,1,5,2,13,99,150,216,112,76,49,249,702,0.5,0.5,0.968660969,0.001424501,0.001424501,0.007122507,0.002849003,0.018518519,0.141025641,0.213675214,0.307692308,0.15954416,0.108262108,0.06980057,0.354700855,6.609611641,G2300110012000,2018-2022,ME,Maine,23,Kennebec County,11,12000,1400000US23011012000,23011012000,"Census Tract 120, Kennebec County, Maine",374,8,5,218,57,17,61,8,388,20,19,212,77,26,26,8,"Census Tract 120, Kennebec County, Maine",28,454,177,87,16,762,0.036745407,0.595800525,0.232283465,0.114173228,0.020997375,12.95800525,6.0
23011012000,23,ME,400,Kennebec County,11,12000,2020,351,351,680,1,1,5,2,13,99,150,216,112,76,49,249,702,0.5,0.5,0.968660969,0.001424501,0.001424501,0.007122507,0.002849003,0.018518519,0.141025641,0.213675214,0.307692308,0.15954416,0.108262108,0.06980057,0.354700855,6.609611641,G2300190012000,2018-2022,ME,Maine,23,Penobscot County,19,12000,1400000US23019012000,23019012000,"Census Tract 120, Penobscot County, Maine",139,7,7,57,37,5,12,14,142,5,13,64,39,3,9,9,"Census Tract 120, Penobscot County, Maine",12,141,84,21,23,281,0.042704626,0.501779359,0.298932384,0.074733096,0.081850534,13.341637,5.7
23019012000,23,ME,300,Penobscot County,19,12000,2020,157,158,308,0,0,2,0,5,45,66,97,52,34,21,111,315,0.498412698,0.501587302,0.977777778,0,0,0.006349206,0,0.015873016,0.142857143,0.20952381,0.307936508,0.165079365,0.107936508,0.066666667,0.352380952,6.583831197,G2300110012000,2018-2022,ME,Maine,23,Kennebec County,11,12000,1400000US23011012000,23011012000,"Census Tract 120, Kennebec County, Maine",374,8,5,218,57,17,61,8,388,20,19,212,77,26,26,8,"Census Tract 120, Kennebec County, Maine",28,454,177,87,16,762,0.036745407,0.595800525,0.232283465,0.114173228,0.020997375,12.95800525,5.9
23019012000,23,ME,300,Penobscot County,19,12000,2020,157,158,308,0,0,2,0,5,45,66,97,52,34,21,111,315,0.498412698,0.501587302,0.977777778,0,0,0.006349206,0,0.015873016,0.142857143,0.20952381,0.307936508,0.165079365,0.107936508,0.066666667,0.352380952,6.583831197,G2300190012000,2018-2022,ME,Maine,23,Penobscot County,19,12000,1400000US23019012000,23019012000,"Census Tract 120, Penobscot County, Maine",139,7,7,57,37,5,12,14,142,5,13,64,39,3,9,9,"Census Tract 120, Penobscot County, Maine",12,141,84,21,23,281,0.042704626,0.501779359,0.298932384,0.074733096,0.081850534,13.341637,5.7
23005012001,23,ME,700,Cumberland County,5,12001,2020,184,157,333,1,2,2,1,2,67,91,79,55,18,31,158,341,0.539589443,0.460410557,0.976539589,0.002932551,0.005865103,0.005865103,0.002932551,0.005865103,0.196480938,0.26686217,0.231671554,0.161290323,0.052785924,0.090909091,0.463343109,6.080495413,G2300050012001,2018-2022,ME,Maine,23,Cumberland County,5,12001,1400000US23005012001,23005012001,"Census Tract 120.01, Cumberland County, Maine",325,0,0,163,20,12,91,39,301,0,0,148,46,17,56,34,"Census Tract 120.01, Cumberland County, Maine",0,311,95,147,73,626,0,0.496805112,0.151757188,0.234824281,0.116613419,14.05910543,4.9
23005012002,23,ME,700,Cumberland County,5,12002,2020,296,334,609,0,1,1,1,18,103,115,206,106,63,37,218,630,0.46984127,0.53015873,0.966666667,0,0.001587302,0.001587302,0.001587302,0.028571429,0.163492063,0.182539683,0.326984127,0.168253968,0.1,0.058730159,0.346031746,6.460745263,G2300050012002,2018-2022,ME,Maine,23,Cumberland County,5,12002,1400000US23005012002,23005012002,"Census Tract 120.02, Cumberland County, Maine",199,0,0,17,34,50,49,49,217,1,17,22,38,45,27,67,"Census Tract 120.02, Cumberland County, Maine",1,56,167,76,116,416,0.002403846,0.134615385,0.401442308,0.182692308,0.278846154,15.4783654,4.4
23019012500,23,ME,300,Penobscot County,19,12500,2020,248,252,475,3,1,3,4,14,82,95,168,96,30,29,177,500,0.496,0.504,0.95,0.006,0.002,0.006,0.008,0.028,0.164,0.19,0.336,0.192,0.06,0.058,0.354,6.238748923,G2300190012500,2018-2022,ME,Maine,23,Penobscot County,19,12500,1400000US23019012500,23019012500,"Census Tract 125, Penobscot County, Maine",252,12,20,141,33,10,31,5,207,4,19,62,41,37,39,5,"Census Tract 125, Penobscot County, Maine",16,242,121,70,10,459,0.034858388,0.527233115,0.263616558,0.152505447,0.021786492,13.18518518,5.5
23011013000,23,ME,400,Kennebec County,11,13000,2020,346,388,701,2,5,5,1,20,129,143,198,134,71,59,272,734,0.471389646,0.528610354,0.955040872,0.002724796,0.006811989,0.006811989,0.001362398,0.027247956,0.175749319,0.194822888,0.269754768,0.182561308,0.096730245,0.080381471,0.370572207,6.710960809,G2300110013000,2018-2022,ME,Maine,23,Kennebec County,11,13000,1400000US23011013000,23011013000,"Census Tract 130, Kennebec County, Maine",362,53,6,74,44,12,20,153,313,0,6,83,92,14,99,19,"Census Tract 130, Kennebec County, Maine",53,169,162,119,172,675,0.078518519,0.25037037,0.24,0.176296296,0.254814815,14.73333333,5.0
23011013000,23,ME,400,Kennebec County,11,13000,2020,346,388,701,2,5,5,1,20,129,143,198,134,71,59,272,734,0.471389646,0.528610354,0.955040872,0.002724796,0.006811989,0.006811989,0.001362398,0.027247956,0.175749319,0.194822888,0.269754768,0.182561308,0.096730245,0.080381471,0.370572207,6.710960809,G2300190013000,2018-2022,ME,Maine,23,Penobscot County,19,13000,1400000US23019013000,23019013000,"Census Tract 130, Penobscot County, Maine",378,9,19,140,50,36,114,10,408,38,10,190,61,54,55,0,"Census Tract 130, Penobscot County, Maine",47,359,201,169,10,786,0.059796438,0.456743003,0.255725191,0.215012723,0.012722646,13.28117049,5.9
23019013000,23,ME,300,Penobscot County,19,13000,2020,329,387,683,0,6,7,1,19,87,140,197,151,70,71,227,716,0.459497207,0.540502793,0.953910615,0,0.008379888,0.009776536,0.001396648,0.026536313,0.12150838,0.195530726,0.275139665,0.210893855,0.097765363,0.099162011,0.317039106,7.283617075,G2300110013000,2018-2022,ME,Maine,23,Kennebec County,11,13000,1400000US23011013000,23011013000,"Census Tract 130, Kennebec County, Maine",362,53,6,74,44,12,20,153,313,0,6,83,92,14,99,19,"Census Tract 130, Kennebec County, Maine",53,169,162,119,172,675,0.078518519,0.25037037,0.24,0.176296296,0.254814815,14.73333333,5.4
23019013000,23,ME,300,Penobscot County,19,13000,2020,329,387,683,0,6,7,1,19,87,140,197,151,70,71,227,716,0.459497207,0.540502793,0.953910615,0,0.008379888,0.009776536,0.001396648,0.026536313,0.12150838,0.195530726,0.275139665,0.210893855,0.097765363,0.099162011,0.317039106,7.283617075,G2300190013000,2018-2022,ME,Maine,23,Penobscot County,19,13000,1400000US23019013000,23019013000,"Census Tract 130, Penobscot County, Maine",378,9,19,140,50,36,114,10,408,38,10,190,61,54,55,0,"Census Tract 130, Penobscot County, Maine",47,359,201,169,10,786,0.059796438,0.456743003,0.255725191,0.215012723,0.012722646,13.28117049,6.4
23005013001,23,ME,700,Cumberland County,5,13001,2020,133,165,289,0,0,1,1,7,46,65,94,45,26,22,111,298,0.446308725,0.553691275,0.969798658,0,0,0.003355705,0.003355705,0.023489933,0.154362416,0.218120805,0.315436242,0.151006711,0.087248322,0.073825503,0.372483221,6.433475811,G2300050013001,2018-2022,ME,Maine,23,Cumberland County,5,13001,1400000US23005013001,23005013001,"Census Tract 130.01, Cumberland County, Maine",129,5,0,27,46,3,7,41,334,0,14,192,47,15,27,39,"Census Tract 130.01, Cumberland County, Maine",5,233,111,34,80,463,0.010799136,0.503239741,0.239740821,0.073434125,0.172786177,13.95032397,5.2
23005013002,23,ME,700,Cumberland County,5,13002,2020,217,252,447,1,2,2,0,17,73,79,125,85,45,62,152,469,0.462686567,0.537313433,0.953091684,0.002132196,0.004264392,0.004264392,0,0.036247335,0.15565032,0.168443497,0.26652452,0.181236674,0.095948827,0.132196162,0.324093817,7.599476331,G2300050013002,2018-2022,ME,Maine,23,Cumberland County,5,13002,1400000US23005013002,23005013002,"Census Tract 130.02, Cumberland County, Maine",209,11,24,41,10,0,44,79,253,0,14,79,109,7,21,23,"Census Tract 130.02, Cumberland County, Maine",11,158,126,65,102,462,0.023809524,0.341991342,0.272727273,0.140692641,0.220779221,14.5822511,5.8
